cline,p,att,rep,group,Exp,dose,ncells,scene,ncolonies,pe,token,group_id
GBM1a,17,13,r13,B20,r02,2,200,12,7,0.035,GBM1a_B20_2,5
GBM1a,17,13,r13,E100,r02,2,200,13,10,0.05,GBM1a_E100_2,4
GBM1a,17,13,r13,E20,r02,2,200,14,14,0.07,GBM1a_E20_2,3
GBM1a,17,13,r13,FBS,r02,2,200,15,57,0.285,GBM1a_FBS_2,2
GBM1a,17,13,r13,CTRL,r02,2,200,16,16,0.08,GBM1a_CTRL_2,1
GBM1a,17,13,r13,CTRL,r03,2,200,17,11,0.055,GBM1a_CTRL_2,1
GBM1a,17,13,r13,FBS,r03,2,200,18,44,0.22,GBM1a_FBS_2,2
GBM1a,17,13,r13,E20,r03,2,200,19,11,0.055,GBM1a_E20_2,3
GBM1a,17,13,r13,E100,r03,2,200,20,7,0.035,GBM1a_E100_2,4
GBM1a,17,13,r13,B20,r03,2,200,21,13,0.065,GBM1a_B20_2,5
GBM1a,17,13,r13,B100,r03,2,200,22,5,0.025,GBM1a_B100_2,6
GBM1a,17,13,r13,S20,r03,2,200,23,8,0.04,GBM1a_S20_2,7
GBM1a,17,13,r13,S100,r03,2,200,24,6,0.03,GBM1a_S100_2,8
GBM1a,17,13,r13,S100,r04,2,200,25,6,0.03,GBM1a_S100_2,8
GBM1a,17,13,r13,S20,r04,2,200,26,7,0.035,GBM1a_S20_2,7
GBM1a,17,13,r13,B100,r04,2,200,27,4,0.02,GBM1a_B100_2,6
GBM1a,17,13,r13,B20,r04,2,200,28,9,0.045,GBM1a_B20_2,5
GBM1a,17,13,r13,E100,r04,2,200,29,11,0.055,GBM1a_E100_2,4
GBM1a,17,13,r13,E20,r04,2,200,30,10,0.05,GBM1a_E20_2,3
GBM1a,17,13,r13,FBS,r04,2,200,31,52,0.26,GBM1a_FBS_2,2
GBM1a,17,13,r13,CTRL,r04,2,200,32,9,0.045,GBM1a_CTRL_2,1
GBM1a,17,13,r13,CTRL,r05,2,200,33,13,0.065,GBM1a_CTRL_2,1
GBM1a,17,13,r13,FBS,r05,2,200,34,62,0.31,GBM1a_FBS_2,2
GBM1a,17,13,r13,E20,r05,2,200,35,10,0.05,GBM1a_E20_2,3
GBM1a,17,13,r13,E100,r05,2,200,36,8,0.04,GBM1a_E100_2,4
GBM1a,17,13,r13,B20,r05,2,200,37,10,0.05,GBM1a_B20_2,5
GBM1a,17,13,r13,B100,r05,2,200,38,4,0.02,GBM1a_B100_2,6
GBM1a,17,13,r13,S20,r05,2,200,39,3,0.015,GBM1a_S20_2,7
GBM1a,17,13,r13,S100,r05,2,200,40,11,0.055,GBM1a_S100_2,8
GBM1a,17,13,r13,S100,r06,2,200,41,11,0.055,GBM1a_S100_2,8
GBM1a,17,13,r13,S20,r06,2,200,42,8,0.04,GBM1a_S20_2,7
GBM1a,17,13,r13,B100,r06,2,200,43,4,0.02,GBM1a_B100_2,6
GBM1a,17,13,r13,B20,r06,2,200,44,9,0.045,GBM1a_B20_2,5
GBM1a,17,13,r13,E100,r06,2,200,45,9,0.045,GBM1a_E100_2,4
GBM1a,17,13,r13,E20,r06,2,200,46,11,0.055,GBM1a_E20_2,3
GBM1a,17,13,r13,FBS,r06,2,200,47,51,0.255,GBM1a_FBS_2,2
GBM1a,17,13,r13,CTRL,r06,2,200,48,7,0.035,GBM1a_CTRL_2,1
QNS120,14,10,r10,CTRL,r01,0,100,1,20,0.2,QNS120_CTRL_0,1
QNS120,14,10,r10,FBS,r01,0,100,2,7,0.07,QNS120_FBS_0,2
QNS120,14,10,r10,B20,r01,0,100,3,15,0.15,QNS120_B20_0,5
QNS120,14,10,r10,B100,r01,0,100,4,3,0.03,QNS120_B100_0,6
QNS120,14,10,r10,E20,r01,0,100,5,25,0.25,QNS120_E20_0,3
QNS120,14,10,r10,E100,r01,0,100,6,30,0.3,QNS120_E100_0,4
QNS120,14,10,r10,S20,r01,0,100,7,15,0.15,QNS120_S20_0,7
QNS120,14,10,r10,S100,r01,0,100,8,14,0.14,QNS120_S100_0,8
QNS120,14,10,r10,S100,r02,0,100,9,16,0.16,QNS120_S100_0,8
QNS120,14,10,r10,S20,r02,0,100,10,22,0.22,QNS120_S20_0,7
QNS120,14,10,r10,E100,r02,0,100,11,24,0.24,QNS120_E100_0,4
QNS120,14,10,r10,E20,r02,0,100,12,30,0.3,QNS120_E20_0,3
QNS120,14,10,r10,B100,r02,0,100,13,4,0.04,QNS120_B100_0,6
QNS120,14,10,r10,B20,r02,0,100,14,22,0.22,QNS120_B20_0,5
QNS120,14,10,r10,FBS,r02,0,100,15,10,0.1,QNS120_FBS_0,2
QNS120,14,10,r10,CTRL,r02,0,100,16,23,0.23,QNS120_CTRL_0,1
QNS120,14,10,r10,CTRL,r03,0,100,17,23,0.23,QNS120_CTRL_0,1
QNS120,14,10,r10,FBS,r03,0,100,18,9,0.09,QNS120_FBS_0,2
QNS120,14,10,r10,B20,r03,0,100,19,20,0.2,QNS120_B20_0,5
QNS120,14,10,r10,B100,r03,0,100,20,2,0.02,QNS120_B100_0,6
QNS120,14,10,r10,E20,r03,0,100,21,31,0.31,QNS120_E20_0,3
QNS120,14,10,r10,E100,r03,0,100,22,32,0.32,QNS120_E100_0,4
QNS120,14,10,r10,S20,r03,0,100,23,14,0.14,QNS120_S20_0,7
QNS120,14,10,r10,S100,r03,0,100,24,11,0.11,QNS120_S100_0,8
QNS120,14,10,r10,S100,r04,0,100,25,25,0.25,QNS120_S100_0,8
QNS120,14,10,r10,S20,r04,0,100,26,10,0.1,QNS120_S20_0,7
QNS120,14,10,r10,E100,r04,0,100,27,32,0.32,QNS120_E100_0,4
QNS120,14,10,r10,E20,r04,0,100,28,31,0.31,QNS120_E20_0,3
QNS120,14,10,r10,B100,r04,0,100,29,3,0.03,QNS120_B100_0,6
QNS120,14,10,r10,B20,r04,0,100,30,12,0.12,QNS120_B20_0,5
QNS120,14,10,r10,FBS,r04,0,100,31,14,0.14,QNS120_FBS_0,2
QNS120,14,10,r10,CTRL,r04,0,100,32,20,0.2,QNS120_CTRL_0,1
QNS120,14,10,r10,CTRL,r05,0,100,33,15,0.15,QNS120_CTRL_0,1
QNS120,14,10,r10,FBS,r05,0,100,34,10,0.1,QNS120_FBS_0,2
QNS120,14,10,r10,B20,r05,0,100,35,10,0.1,QNS120_B20_0,5
QNS120,14,10,r10,B100,r05,0,100,36,0,0,QNS120_B100_0,6
QNS120,14,10,r10,E20,r05,0,100,37,39,0.39,QNS120_E20_0,3
QNS120,14,10,r10,E100,r05,0,100,38,29,0.29,QNS120_E100_0,4
QNS120,14,10,r10,S20,r05,0,100,39,17,0.17,QNS120_S20_0,7
QNS120,14,10,r10,S100,r05,0,100,40,19,0.19,QNS120_S100_0,8
QNS120,14,10,r10,S100,r06,0,100,41,16,0.16,QNS120_S100_0,8
QNS120,14,10,r10,S20,r06,0,100,42,15,0.15,QNS120_S20_0,7
QNS120,14,10,r10,E100,r06,0,100,43,30,0.3,QNS120_E100_0,4
QNS120,14,10,r10,E20,r06,0,100,44,31,0.31,QNS120_E20_0,3
QNS120,14,10,r10,B100,r06,0,100,45,3,0.03,QNS120_B100_0,6
QNS120,14,10,r10,B20,r06,0,100,46,9,0.09,QNS120_B20_0,5
QNS120,14,10,r10,FBS,r06,0,100,47,8,0.08,QNS120_FBS_0,2
QNS120,14,10,r10,CTRL,r06,0,100,48,17,0.17,QNS120_CTRL_0,1
QNS120,14,10,r10,CTRL,r01,2,100,1,3,0.03,QNS120_CTRL_2,1
QNS120,14,10,r10,FBS,r01,2,100,2,2,0.02,QNS120_FBS_2,2
QNS120,14,10,r10,B20,r01,2,100,3,3,0.03,QNS120_B20_2,5
QNS120,14,10,r10,B100,r01,2,100,4,0,0,QNS120_B100_2,6
QNS120,14,10,r10,E20,r01,2,100,5,7,0.07,QNS120_E20_2,3
QNS120,14,10,r10,E100,r01,2,100,6,5,0.05,QNS120_E100_2,4
QNS120,14,10,r10,S20,r01,2,100,7,3,0.03,QNS120_S20_2,7
QNS120,14,10,r10,S100,r01,2,100,8,3,0.03,QNS120_S100_2,8
QNS120,14,10,r10,S100,r02,2,100,9,2,0.02,QNS120_S100_2,8
QNS120,14,10,r10,S20,r02,2,100,10,5,0.05,QNS120_S20_2,7
QNS120,14,10,r10,E100,r02,2,100,11,3,0.03,QNS120_E100_2,4
QNS120,14,10,r10,E20,r02,2,100,12,10,0.1,QNS120_E20_2,3
QNS120,14,10,r10,B100,r02,2,100,13,0,0,QNS120_B100_2,6
QNS120,14,10,r10,B20,r02,2,100,14,3,0.03,QNS120_B20_2,5
QNS120,14,10,r10,FBS,r02,2,100,15,3,0.03,QNS120_FBS_2,2
QNS120,14,10,r10,CTRL,r02,2,100,16,4,0.04,QNS120_CTRL_2,1
QNS120,14,10,r10,CTRL,r03,2,100,17,5,0.05,QNS120_CTRL_2,1
QNS120,14,10,r10,FBS,r03,2,100,18,3,0.03,QNS120_FBS_2,2
QNS120,14,10,r10,B20,r03,2,100,19,4,0.04,QNS120_B20_2,5
QNS120,14,10,r10,B100,r03,2,100,20,0,0,QNS120_B100_2,6
QNS120,14,10,r10,E20,r03,2,100,21,10,0.1,QNS120_E20_2,3
QNS120,14,10,r10,E100,r03,2,100,22,5,0.05,QNS120_E100_2,4
QNS120,14,10,r10,S20,r03,2,100,23,5,0.05,QNS120_S20_2,7
QNS120,14,10,r10,S100,r03,2,100,24,7,0.07,QNS120_S100_2,8
QNS120,14,10,r10,S100,r04,2,100,25,5,0.05,QNS120_S100_2,8
QNS120,14,10,r10,S20,r04,2,100,26,3,0.03,QNS120_S20_2,7
QNS120,14,10,r10,E100,r04,2,100,27,6,0.06,QNS120_E100_2,4
QNS120,14,10,r10,E20,r04,2,100,28,6,0.06,QNS120_E20_2,3
QNS120,14,10,r10,B100,r04,2,100,29,0,0,QNS120_B100_2,6
QNS120,14,10,r10,B20,r04,2,100,30,5,0.05,QNS120_B20_2,5
QNS120,14,10,r10,FBS,r04,2,100,31,5,0.05,QNS120_FBS_2,2
QNS120,14,10,r10,CTRL,r04,2,100,32,2,0.02,QNS120_CTRL_2,1
QNS120,14,10,r10,CTRL,r05,2,100,33,1,0.01,QNS120_CTRL_2,1
QNS120,14,10,r10,FBS,r05,2,100,34,4,0.04,QNS120_FBS_2,2
QNS120,14,10,r10,B20,r05,2,100,35,0,0,QNS120_B20_2,5
QNS120,14,10,r10,B100,r05,2,100,36,3,0.03,QNS120_B100_2,6
QNS120,14,10,r10,E20,r05,2,100,37,5,0.05,QNS120_E20_2,3
QNS120,14,10,r10,E100,r05,2,100,38,8,0.08,QNS120_E100_2,4
QNS120,14,10,r10,S20,r05,2,100,39,5,0.05,QNS120_S20_2,7
QNS120,14,10,r10,S100,r05,2,100,40,7,0.07,QNS120_S100_2,8
QNS120,14,10,r10,S100,r06,2,100,41,8,0.08,QNS120_S100_2,8
QNS120,14,10,r10,S20,r06,2,100,42,1,0.01,QNS120_S20_2,7
QNS120,14,10,r10,E100,r06,2,100,43,7,0.07,QNS120_E100_2,4
QNS120,14,10,r10,E20,r06,2,100,44,4,0.04,QNS120_E20_2,3
QNS120,14,10,r10,B100,r06,2,100,45,0,0,QNS120_B100_2,6
QNS120,14,10,r10,B20,r06,2,100,46,1,0.01,QNS120_B20_2,5
QNS120,14,10,r10,FBS,r06,2,100,47,2,0.02,QNS120_FBS_2,2
QNS120,14,10,r10,CTRL,r06,2,100,48,3,0.03,QNS120_CTRL_2,1
QNS120,14,11,r11,CTRL,r01,0,200,1,39,0.195,QNS120_CTRL_0,1
QNS120,14,11,r11,FBS,r01,0,200,2,34,0.17,QNS120_FBS_0,2
QNS120,14,11,r11,B20,r01,0,200,3,46,0.23,QNS120_B20_0,5
QNS120,14,11,r11,B100,r01,0,200,4,34,0.17,QNS120_B100_0,6
QNS120,14,11,r11,E20,r01,0,200,5,37,0.185,QNS120_E20_0,3
QNS120,14,11,r11,E100,r01,0,200,6,41,0.205,QNS120_E100_0,4
QNS120,14,11,r11,S20,r01,0,200,7,44,0.22,QNS120_S20_0,7
QNS120,14,11,r11,S100,r01,0,200,8,26,0.13,QNS120_S100_0,8
QNS120,14,11,r11,S100,r02,0,200,9,22,0.11,QNS120_S100_0,8
QNS120,14,11,r11,S20,r02,0,200,10,48,0.24,QNS120_S20_0,7
QNS120,14,11,r11,E100,r02,0,200,11,39,0.195,QNS120_E100_0,4
QNS120,14,11,r11,E20,r02,0,200,12,36,0.18,QNS120_E20_0,3
QNS120,14,11,r11,B100,r02,0,200,13,39,0.195,QNS120_B100_0,6
QNS120,14,11,r11,B20,r02,0,200,14,35,0.175,QNS120_B20_0,5
QNS120,14,11,r11,FBS,r02,0,200,15,29,0.145,QNS120_FBS_0,2
QNS120,14,11,r11,CTRL,r02,0,200,16,39,0.195,QNS120_CTRL_0,1
QNS120,14,11,r11,CTRL,r03,0,200,17,42,0.21,QNS120_CTRL_0,1
QNS120,14,11,r11,FBS,r03,0,200,18,32,0.16,QNS120_FBS_0,2
QNS120,14,11,r11,B20,r03,0,200,19,46,0.23,QNS120_B20_0,5
QNS120,14,11,r11,B100,r03,0,200,20,41,0.205,QNS120_B100_0,6
QNS120,14,11,r11,E20,r03,0,200,21,53,0.265,QNS120_E20_0,3
QNS120,14,11,r11,E100,r03,0,200,22,39,0.195,QNS120_E100_0,4
QNS120,14,11,r11,S20,r03,0,200,23,46,0.23,QNS120_S20_0,7
QNS120,14,11,r11,S100,r03,0,200,24,33,0.165,QNS120_S100_0,8
QNS120,14,11,r11,S100,r04,0,200,25,31,0.155,QNS120_S100_0,8
QNS120,14,11,r11,S20,r04,0,200,26,48,0.24,QNS120_S20_0,7
QNS120,14,11,r11,E100,r04,0,200,27,39,0.195,QNS120_E100_0,4
QNS120,14,11,r11,E20,r04,0,200,28,46,0.23,QNS120_E20_0,3
QNS120,14,11,r11,B100,r04,0,200,29,35,0.175,QNS120_B100_0,6
QNS120,14,11,r11,B20,r04,0,200,30,46,0.23,QNS120_B20_0,5
QNS120,14,11,r11,FBS,r04,0,200,31,30,0.15,QNS120_FBS_0,2
QNS120,14,11,r11,CTRL,r04,0,200,32,49,0.245,QNS120_CTRL_0,1
QNS120,14,11,r11,CTRL,r05,0,200,33,41,0.205,QNS120_CTRL_0,1
QNS120,14,11,r11,FBS,r05,0,200,34,38,0.19,QNS120_FBS_0,2
QNS120,14,11,r11,B20,r05,0,200,35,48,0.24,QNS120_B20_0,5
QNS120,14,11,r11,B100,r05,0,200,36,25,0.125,QNS120_B100_0,6
QNS120,14,11,r11,E20,r05,0,200,37,36,0.18,QNS120_E20_0,3
QNS120,14,11,r11,E100,r05,0,200,38,44,0.22,QNS120_E100_0,4
QNS120,14,11,r11,S20,r05,0,200,39,38,0.19,QNS120_S20_0,7
QNS120,14,11,r11,S100,r05,0,200,40,29,0.145,QNS120_S100_0,8
QNS120,14,11,r11,S100,r06,0,200,41,27,0.135,QNS120_S100_0,8
QNS120,14,11,r11,S20,r06,0,200,42,47,0.235,QNS120_S20_0,7
QNS120,14,11,r11,E100,r06,0,200,43,41,0.205,QNS120_E100_0,4
QNS120,14,11,r11,E20,r06,0,200,44,41,0.205,QNS120_E20_0,3
QNS120,14,11,r11,B100,r06,0,200,45,28,0.14,QNS120_B100_0,6
QNS120,14,11,r11,B20,r06,0,200,46,35,0.175,QNS120_B20_0,5
QNS120,14,11,r11,FBS,r06,0,200,47,35,0.175,QNS120_FBS_0,2
QNS120,14,11,r11,CTRL,r06,0,200,48,41,0.205,QNS120_CTRL_0,1
QNS120,14,11,r11,CTRL,r01,2,200,1,10,0.05,QNS120_CTRL_2,1
QNS120,14,11,r11,FBS,r01,2,200,2,6,0.03,QNS120_FBS_2,2
QNS120,14,11,r11,B20,r01,2,200,3,13,0.065,QNS120_B20_2,5
QNS120,14,11,r11,B100,r01,2,200,4,13,0.065,QNS120_B100_2,6
QNS120,14,11,r11,E20,r01,2,200,5,7,0.035,QNS120_E20_2,3
QNS120,14,11,r11,E100,r01,2,200,6,8,0.04,QNS120_E100_2,4
QNS120,14,11,r11,S20,r01,2,200,7,12,0.06,QNS120_S20_2,7
QNS120,14,11,r11,S100,r01,2,200,8,5,0.025,QNS120_S100_2,8
QNS120,14,11,r11,S100,r02,2,200,9,6,0.03,QNS120_S100_2,8
QNS120,14,11,r11,S20,r02,2,200,10,23,0.115,QNS120_S20_2,7
QNS120,14,11,r11,E100,r02,2,200,11,11,0.055,QNS120_E100_2,4
QNS120,14,11,r11,E20,r02,2,200,12,16,0.08,QNS120_E20_2,3
QNS120,14,11,r11,B100,r02,2,200,13,12,0.06,QNS120_B100_2,6
QNS120,14,11,r11,B20,r02,2,200,14,15,0.075,QNS120_B20_2,5
QNS120,14,11,r11,FBS,r02,2,200,15,6,0.03,QNS120_FBS_2,2
QNS120,14,11,r11,CTRL,r02,2,200,16,13,0.065,QNS120_CTRL_2,1
QNS120,14,11,r11,CTRL,r03,2,200,17,14,0.07,QNS120_CTRL_2,1
QNS120,14,11,r11,FBS,r03,2,200,18,9,0.045,QNS120_FBS_2,2
QNS120,14,11,r11,B20,r03,2,200,19,16,0.08,QNS120_B20_2,5
QNS120,14,11,r11,B100,r03,2,200,20,12,0.06,QNS120_B100_2,6
QNS120,14,11,r11,E20,r03,2,200,21,20,0.1,QNS120_E20_2,3
QNS120,14,11,r11,E100,r03,2,200,22,9,0.045,QNS120_E100_2,4
QNS120,14,11,r11,S20,r03,2,200,23,18,0.09,QNS120_S20_2,7
QNS120,14,11,r11,S100,r03,2,200,24,3,0.015,QNS120_S100_2,8
QNS120,14,11,r11,S100,r04,2,200,25,14,0.07,QNS120_S100_2,8
QNS120,14,11,r11,S20,r04,2,200,26,17,0.085,QNS120_S20_2,7
QNS120,14,11,r11,E100,r04,2,200,27,10,0.05,QNS120_E100_2,4
QNS120,14,11,r11,E20,r04,2,200,28,13,0.065,QNS120_E20_2,3
QNS120,14,11,r11,B100,r04,2,200,29,12,0.06,QNS120_B100_2,6
QNS120,14,11,r11,B20,r04,2,200,30,10,0.05,QNS120_B20_2,5
QNS120,14,11,r11,FBS,r04,2,200,31,11,0.055,QNS120_FBS_2,2
QNS120,14,11,r11,CTRL,r04,2,200,32,12,0.06,QNS120_CTRL_2,1
QNS120,14,11,r11,CTRL,r05,2,200,33,8,0.04,QNS120_CTRL_2,1
QNS120,14,11,r11,FBS,r05,2,200,34,6,0.03,QNS120_FBS_2,2
QNS120,14,11,r11,B20,r05,2,200,35,10,0.05,QNS120_B20_2,5
QNS120,14,11,r11,B100,r05,2,200,36,2,0.01,QNS120_B100_2,6
QNS120,14,11,r11,E20,r05,2,200,37,16,0.08,QNS120_E20_2,3
QNS120,14,11,r11,E100,r05,2,200,38,11,0.055,QNS120_E100_2,4
QNS120,14,11,r11,S20,r05,2,200,39,16,0.08,QNS120_S20_2,7
QNS120,14,11,r11,S100,r05,2,200,40,8,0.04,QNS120_S100_2,8
QNS120,14,11,r11,S100,r06,2,200,41,8,0.04,QNS120_S100_2,8
QNS120,14,11,r11,S20,r06,2,200,42,11,0.055,QNS120_S20_2,7
QNS120,14,11,r11,E100,r06,2,200,43,7,0.035,QNS120_E100_2,4
QNS120,14,11,r11,E20,r06,2,200,44,8,0.04,QNS120_E20_2,3
QNS120,14,11,r11,B100,r06,2,200,45,5,0.025,QNS120_B100_2,6
QNS120,14,11,r11,B20,r06,2,200,46,13,0.065,QNS120_B20_2,5
QNS120,14,11,r11,FBS,r06,2,200,47,14,0.07,QNS120_FBS_2,2
QNS120,14,11,r11,CTRL,r06,2,200,48,19,0.095,QNS120_CTRL_2,1
QNS120,11,13,r13,CTRL,r01,0,200,1,21,0.105,QNS120_CTRL_0,1
QNS120,11,13,r13,FBS,r01,0,200,2,33,0.165,QNS120_FBS_0,2
QNS120,11,13,r13,E20,r01,0,200,3,14,0.07,QNS120_E20_0,3
QNS120,11,13,r13,E100,r01,0,200,4,28,0.14,QNS120_E100_0,4
QNS120,11,13,r13,B20,r01,0,200,5,21,0.105,QNS120_B20_0,5
QNS120,11,13,r13,B100,r01,0,200,6,15,0.075,QNS120_B100_0,6
QNS120,11,13,r13,S20,r01,0,200,7,15,0.075,QNS120_S20_0,7
QNS120,11,13,r13,S100,r01,0,200,8,8,0.04,QNS120_S100_0,8
QNS120,11,13,r13,S100,r02,0,200,9,14,0.07,QNS120_S100_0,8
QNS120,11,13,r13,S20,r02,0,200,10,12,0.06,QNS120_S20_0,7
QNS120,11,13,r13,B100,r02,0,200,11,18,0.09,QNS120_B100_0,6
QNS120,11,13,r13,B20,r02,0,200,12,27,0.135,QNS120_B20_0,5
QNS120,11,13,r13,E100,r02,0,200,13,21,0.105,QNS120_E100_0,4
QNS120,11,13,r13,E20,r02,0,200,14,21,0.105,QNS120_E20_0,3
QNS120,11,13,r13,FBS,r02,0,200,15,30,0.15,QNS120_FBS_0,2
QNS120,11,13,r13,CTRL,r02,0,200,16,26,0.13,QNS120_CTRL_0,1
QNS120,11,13,r13,CTRL,r03,0,200,17,21,0.105,QNS120_CTRL_0,1
QNS120,11,13,r13,FBS,r03,0,200,18,27,0.135,QNS120_FBS_0,2
QNS120,11,13,r13,E20,r03,0,200,19,17,0.085,QNS120_E20_0,3
QNS120,11,13,r13,E100,r03,0,200,20,19,0.095,QNS120_E100_0,4
QNS120,11,13,r13,B20,r03,0,200,21,25,0.125,QNS120_B20_0,5
QNS120,11,13,r13,B100,r03,0,200,22,23,0.115,QNS120_B100_0,6
QNS120,11,13,r13,S20,r03,0,200,23,17,0.085,QNS120_S20_0,7
QNS120,11,13,r13,S100,r03,0,200,24,13,0.065,QNS120_S100_0,8
QNS120,11,13,r13,S100,r04,0,200,25,10,0.05,QNS120_S100_0,8
QNS120,11,13,r13,S20,r04,0,200,26,15,0.075,QNS120_S20_0,7
QNS120,11,13,r13,B100,r04,0,200,27,24,0.12,QNS120_B100_0,6
QNS120,11,13,r13,B20,r04,0,200,28,17,0.085,QNS120_B20_0,5
QNS120,11,13,r13,E100,r04,0,200,29,17,0.085,QNS120_E100_0,4
QNS120,11,13,r13,E20,r04,0,200,30,22,0.11,QNS120_E20_0,3
QNS120,11,13,r13,FBS,r04,0,200,31,32,0.16,QNS120_FBS_0,2
QNS120,11,13,r13,CTRL,r04,0,200,32,18,0.09,QNS120_CTRL_0,1
QNS120,11,13,r13,CTRL,r05,0,200,33,14,0.07,QNS120_CTRL_0,1
QNS120,11,13,r13,FBS,r05,0,200,34,32,0.16,QNS120_FBS_0,2
QNS120,11,13,r13,E20,r05,0,200,35,13,0.065,QNS120_E20_0,3
QNS120,11,13,r13,E100,r05,0,200,36,20,0.1,QNS120_E100_0,4
QNS120,11,13,r13,B20,r05,0,200,37,30,0.15,QNS120_B20_0,5
QNS120,11,13,r13,B100,r05,0,200,38,19,0.095,QNS120_B100_0,6
QNS120,11,13,r13,S20,r05,0,200,39,15,0.075,QNS120_S20_0,7
QNS120,11,13,r13,S100,r05,0,200,40,12,0.06,QNS120_S100_0,8
QNS120,11,13,r13,S100,r06,0,200,41,11,0.055,QNS120_S100_0,8
QNS120,11,13,r13,S20,r06,0,200,42,15,0.075,QNS120_S20_0,7
QNS120,11,13,r13,B100,r06,0,200,43,14,0.07,QNS120_B100_0,6
QNS120,11,13,r13,B20,r06,0,200,44,21,0.105,QNS120_B20_0,5
QNS120,11,13,r13,E100,r06,0,200,45,21,0.105,QNS120_E100_0,4
QNS120,11,13,r13,E20,r06,0,200,46,10,0.05,QNS120_E20_0,3
QNS120,11,13,r13,FBS,r06,0,200,47,29,0.145,QNS120_FBS_0,2
QNS120,11,13,r13,CTRL,r06,0,200,48,20,0.1,QNS120_CTRL_0,1
QNS120,11,13,r13,CTRL,r01,2,200,1,10,0.05,QNS120_CTRL_2,1
QNS120,11,13,r13,FBS,r01,2,200,2,6,0.03,QNS120_FBS_2,2
QNS120,11,13,r13,E20,r01,2,200,3,13,0.065,QNS120_E20_2,3
QNS120,11,13,r13,E100,r01,2,200,4,13,0.065,QNS120_E100_2,4
QNS120,11,13,r13,B20,r01,2,200,5,7,0.035,QNS120_B20_2,5
QNS120,11,13,r13,B100,r01,2,200,6,8,0.04,QNS120_B100_2,6
QNS120,11,13,r13,S20,r01,2,200,7,12,0.06,QNS120_S20_2,7
QNS120,11,13,r13,S100,r01,2,200,8,5,0.025,QNS120_S100_2,8
QNS120,11,13,r13,S100,r02,2,200,9,6,0.03,QNS120_S100_2,8
QNS120,11,13,r13,S20,r02,2,200,10,23,0.115,QNS120_S20_2,7
QNS120,11,13,r13,B100,r02,2,200,11,11,0.055,QNS120_B100_2,6
QNS120,11,13,r13,B20,r02,2,200,12,16,0.08,QNS120_B20_2,5
QNS120,11,13,r13,E100,r02,2,200,13,12,0.06,QNS120_E100_2,4
QNS120,11,13,r13,E20,r02,2,200,14,15,0.075,QNS120_E20_2,3
QNS120,11,13,r13,FBS,r02,2,200,15,6,0.03,QNS120_FBS_2,2
QNS120,11,13,r13,CTRL,r02,2,200,16,13,0.065,QNS120_CTRL_2,1
QNS120,11,13,r13,CTRL,r03,2,200,17,14,0.07,QNS120_CTRL_2,1
QNS120,11,13,r13,FBS,r03,2,200,18,9,0.045,QNS120_FBS_2,2
QNS120,11,13,r13,E20,r03,2,200,19,16,0.08,QNS120_E20_2,3
QNS120,11,13,r13,E100,r03,2,200,20,12,0.06,QNS120_E100_2,4
QNS120,11,13,r13,B20,r03,2,200,21,20,0.1,QNS120_B20_2,5
QNS120,11,13,r13,B100,r03,2,200,22,9,0.045,QNS120_B100_2,6
QNS120,11,13,r13,S20,r03,2,200,23,18,0.09,QNS120_S20_2,7
QNS120,11,13,r13,S100,r03,2,200,24,3,0.015,QNS120_S100_2,8
QNS120,11,13,r13,S100,r04,2,200,25,14,0.07,QNS120_S100_2,8
QNS120,11,13,r13,S20,r04,2,200,26,17,0.085,QNS120_S20_2,7
QNS120,11,13,r13,B100,r04,2,200,27,10,0.05,QNS120_B100_2,6
QNS120,11,13,r13,B20,r04,2,200,28,13,0.065,QNS120_B20_2,5
QNS120,11,13,r13,E100,r04,2,200,29,12,0.06,QNS120_E100_2,4
QNS120,11,13,r13,E20,r04,2,200,30,10,0.05,QNS120_E20_2,3
QNS120,11,13,r13,FBS,r04,2,200,31,11,0.055,QNS120_FBS_2,2
QNS120,11,13,r13,CTRL,r04,2,200,32,12,0.06,QNS120_CTRL_2,1
QNS120,11,13,r13,CTRL,r05,2,200,33,8,0.04,QNS120_CTRL_2,1
QNS120,11,13,r13,FBS,r05,2,200,34,6,0.03,QNS120_FBS_2,2
QNS120,11,13,r13,E20,r05,2,200,35,10,0.05,QNS120_E20_2,3
QNS120,11,13,r13,E100,r05,2,200,36,2,0.01,QNS120_E100_2,4
QNS120,11,13,r13,B20,r05,2,200,37,16,0.08,QNS120_B20_2,5
QNS120,11,13,r13,B100,r05,2,200,38,11,0.055,QNS120_B100_2,6
QNS120,11,13,r13,S20,r05,2,200,39,16,0.08,QNS120_S20_2,7
QNS120,11,13,r13,S100,r05,2,200,40,8,0.04,QNS120_S100_2,8
QNS120,11,13,r13,S100,r06,2,200,41,8,0.04,QNS120_S100_2,8
QNS120,11,13,r13,S20,r06,2,200,42,11,0.055,QNS120_S20_2,7
QNS120,11,13,r13,B100,r06,2,200,43,7,0.035,QNS120_B100_2,6
QNS120,11,13,r13,B20,r06,2,200,44,8,0.04,QNS120_B20_2,5
QNS120,11,13,r13,E100,r06,2,200,45,5,0.025,QNS120_E100_2,4
QNS120,11,13,r13,E20,r06,2,200,46,13,0.065,QNS120_E20_2,3
QNS120,11,13,r13,FBS,r06,2,200,47,14,0.07,QNS120_FBS_2,2
QNS120,11,13,r13,CTRL,r06,2,200,48,19,0.095,QNS120_CTRL_2,1
